id,author_id,date,topic,keywords,engagement,civility
1308,380,2020-06-23,capitol,gridlock|senate,63,0.378
1309,74,2021-05-03,rights,freedom of speech|justice|human rights,160,0.846
1310,190,2021-08-04,rights,justice|human rights|oppression,152,0.587
1311,258,2021-11-25,blacklivesmatter,demonstration|chaos|activism,240,0.463
1312,417,2020-10-09,climate,carbon emissions|fake science,319,0.459
1313,40,2020-11-08,blacklivesmatter,stand together|protest|demonstration,151,0.676
1314,381,2020-04-05,blacklivesmatter,blue lives matter,8,0.084
1315,375,2021-07-21,climate,conspiracy|sustainability,106,0.526
1316,316,2021-05-06,abortion,abortion ban|reproductive freedom,77,0.498
1317,487,2020-01-08,blacklivesmatter,demonstration|chaos|riots,201,0.247
1318,90,2021-09-13,capitol,senate|insurrection,351,0.288
1319,88,2021-01-10,immigra,illegal,102,0.19
1320,436,2020-04-25,gun,violence|prevention,267,0.453
1321,202,2020-10-24,immigra,deportation|immigration law,149,0.475
1322,435,2020-11-08,blacklivesmatter,thug|brotherhood|activism,334,0.533
1323,456,2020-02-28,covid,public health|conspiracy,1,0.428
1324,102,2021-02-15,abortion,choice|reproductive freedom,84,0.876
1325,129,2021-06-25,immigra,innovation|naturalization|diversity,220,0.722
1326,457,2021-04-26,blacklivesmatter,march|protest,68,0.532
1327,383,2021-07-03,abortion,reproductive freedom|pro-life,22,0.505
1328,98,2020-01-06,rights,abuse|oppression,33,0.145
1329,342,2020-02-11,climate,global warming,4,0.511
1330,254,2021-05-05,blacklivesmatter,George Floyd|justice|demonstration,100,0.708
1331,65,2020-11-28,abortion,abortion ban|murder,236,0.235
1332,176,2020-12-18,abortion,choice|clinic|abortion ban,170,0.609
1333,127,2021-09-03,rights,human rights|law|legal rights,214,0.646
1334,59,2021-06-07,abortion,clinic,49,0.556
1335,415,2021-12-18,climate,alarmism,183,0.214
1336,438,2021-12-18,immigra,illegal|alien|innovation,31,0.37
1337,75,2020-08-22,abortion,medical privacy,32,0.747
1338,269,2020-01-19,rights,equality|civil rights|human rights,71,0.897
1339,27,2021-12-17,climate,protect planet|conspiracy|climate change,83,0.484
1340,365,2020-04-22,climate,climate change|ecology,429,0.683
1341,109,2020-09-09,rights,human rights|freedom of speech,204,0.881
1342,130,2021-04-28,climate,hoax|renewable energy,84,0.454
1343,442,2021-01-07,covid,infection|stay safe,120,0.657
1344,142,2020-12-05,abortion,ban|abortion ban,40,0.205
1345,301,2021-08-21,blacklivesmatter,stand together|justice,19,0.946
1346,317,2020-07-16,blacklivesmatter,activism|justice|stand together,426,0.85
1347,282,2020-11-04,gun,open carry|prevention|concealed carry,31,0.591
1348,61,2021-07-27,climate,climate change|environment,149,0.535
1349,307,2020-03-10,rights,law|court,3,0.579
1350,290,2021-12-14,climate,ecology,6,0.775
1351,39,2021-12-11,capitol,gridlock,108,0.238
1352,106,2021-03-24,abortion,murder|abortion ban|supreme court,140,0.285
1353,263,2020-01-04,abortion,supreme court,395,0.544
1354,152,2021-05-30,covid,microchip|social distancing|community health,287,0.47
1355,328,2021-07-19,climate,green jobs,51,0.81
1356,27,2020-10-11,abortion,procedure,309,0.561
1357,43,2020-08-03,blacklivesmatter,justice|solidarity|violence,69,0.594
1358,30,2020-05-16,climate,hoax|ecology,58,0.506
1359,445,2020-12-30,capitol,bill,115,0.559
1360,325,2021-12-05,immigra,wall|immigration law,306,0.445
1361,386,2021-03-28,blacklivesmatter,assemble,247,0.572
1362,189,2020-06-08,rights,equality|oppression,194,0.596
1363,97,2021-05-05,abortion,sin,297,0.163
1364,91,2020-07-03,covid,infection|public health|community health,26,0.736
1365,497,2021-12-04,rights,equality|civil rights|freedom of speech,359,0.897
1366,7,2020-04-12,rights,court|freedom of speech|oppression,208,0.533
1367,23,2021-01-21,immigra,opportunity|diversity,155,0.864
1368,322,2020-09-11,abortion,procedure,23,0.425
1369,104,2020-01-10,capitol,riot,184,0.146
1370,80,2021-05-06,abortion,pro-life|abortion law|medical privacy,60,0.481
1371,279,2020-02-27,blacklivesmatter,chaos|George Floyd|violence,6,0.243
1372,13,2020-04-15,climate,global warming|green jobs|sustainability,364,0.731
1373,197,2021-03-13,blacklivesmatter,equality|march,316,0.67
1374,490,2021-05-18,immigra,diversity,38,0.77
1375,44,2020-12-31,climate,hoax,387,0.076
1376,172,2021-09-11,capitol,senate,83,0.591
1377,139,2021-11-26,abortion,medical privacy|Texas law,312,0.636
1378,442,2021-11-08,covid,social distancing|wear mask,233,0.636
1379,500,2021-11-02,abortion,SB8,239,0.583
1380,143,2020-03-09,covid,anti-vaccine,481,0.144
1381,247,2020-04-02,abortion,medical privacy|abortion law,102,0.67
1382,197,2021-09-08,rights,privacy|freedom of speech|discrimination,381,0.594
1383,43,2021-07-16,rights,court|abuse,39,0.278
1384,45,2021-06-23,rights,violations|oppression|abuse,37,0.196
1385,491,2021-01-05,blacklivesmatter,peaceful,122,0.819
1386,435,2020-04-22,abortion,ban,67,0.2
1387,71,2020-10-28,abortion,medical privacy|life begins,8,0.519
1388,218,2021-12-13,immigra,innovation|naturalization|opportunity,178,0.827
1389,16,2020-02-25,gun,responsible gun ownership|violence|mass shooting,306,0.409
1390,7,2021-01-09,abortion,healthcare,42,0.843
1391,154,2020-06-02,rights,legal rights,179,0.547
1392,7,2021-02-25,covid,vaccine|conspiracy|anti-mask,155,0.167
1393,258,2020-04-23,climate,sustainability,208,0.859
1394,425,2020-01-12,abortion,life begins|pro-life,121,0.241
1395,268,2021-08-08,climate,ecology|fake science|protect planet,542,0.574
1396,201,2020-05-08,rights,equality|law|judiciary,8,0.667
1397,85,2021-07-26,abortion,healthcare|pro-life|clinic,263,0.489
1398,40,2021-01-15,capitol,partisan|congress|bill,17,0.533
1399,306,2021-09-09,gun,safety|prevention,10,0.777
1400,476,2020-11-12,capitol,riot,33,0.211
1401,162,2020-09-03,capitol,patriot|freedom,7,0.729
1402,491,2020-11-12,immigra,border,208,0.466
1403,360,2021-05-27,rights,privacy,546,0.821
1404,414,2020-12-05,immigra,deport|illegal,15,0.07
1405,350,2020-01-25,abortion,murder|sin|Texas law,26,0.276
1406,349,2020-03-21,covid,wear mask|quarantine|conspiracy,36,0.467
1407,439,2020-06-13,abortion,abortion ban|SB8|clinic,67,0.427
1408,313,2020-02-10,rights,violations|discrimination|law,40,0.289
1409,281,2020-06-05,immigra,wall|deportation|diversity,306,0.476
1410,479,2021-05-25,immigra,deportation,56,0.424
1411,364,2020-06-14,climate,ecology,11,0.759
1412,72,2020-09-21,covid,social distancing|conspiracy,157,0.303
1413,470,2021-08-05,immigra,opportunity|border,291,0.707
1414,350,2021-03-27,abortion,abortion ban|SB8,70,0.336
1415,405,2021-06-02,rights,justice|discrimination,8,0.708
1416,82,2021-12-17,blacklivesmatter,solidarity|equality|justice,51,0.923
1417,240,2020-03-15,rights,law,64,0.602
1418,470,2020-04-21,covid,pandemic,197,0.497
1419,249,2021-03-19,rights,law,845,0.529
1420,280,2021-12-20,blacklivesmatter,movement|justice|George Floyd,90,0.728
1421,195,2021-04-26,abortion,supreme court,137,0.545
1422,445,2021-01-05,capitol,fraud|congress,8,0.386
1423,208,2021-12-01,capitol,bill|riot,10,0.311
1424,458,2020-11-01,immigra,deportation|naturalization|illegal,36,0.384
1425,153,2020-07-07,climate,renewable energy,496,0.842
1426,353,2020-07-22,abortion,life begins|sin,96,0.168
1427,102,2021-12-14,abortion,ban|murder,336,0.178
1428,422,2021-11-14,immigra,alien|innovation|border,163,0.442
1429,406,2020-01-15,gun,open carry,57,0.554
1430,439,2020-09-26,rights,oppression|human rights|legal rights,430,0.52
1431,280,2021-10-11,abortion,reproductive freedom|women's rights,81,0.837
1432,98,2021-09-07,abortion,supreme court|ban,35,0.511
1433,359,2021-01-14,capitol,democracy|committee,303,0.722
1434,425,2021-10-26,covid,anti-vaccine|microchip,65,0.039
1435,84,2021-06-19,rights,civil rights|freedom of speech,120,0.818
1436,224,2021-01-25,rights,abuse|discrimination,174,0.227
1437,54,2021-12-19,climate,renewable energy|conspiracy|fake science,404,0.358
1438,17,2021-09-30,covid,stay safe|conspiracy|social distancing,130,0.488
1439,439,2021-03-06,climate,protect planet,18,0.861
1440,331,2020-05-07,covid,conspiracy|anti-vaccine,357,0.038
1441,158,2020-01-08,rights,violations|equality,161,0.491
1442,213,2021-11-20,rights,human rights,345,0.878
1443,380,2020-01-16,capitol,liberty,109,0.854
1444,124,2020-12-09,gun,mass shooting,740,0.0
1445,326,2020-07-16,rights,discrimination|law|human rights,20,0.581
1446,119,2020-06-26,rights,privacy|court,25,0.598
1447,391,2021-12-28,immigra,illegal,74,0.248
1448,48,2021-07-20,climate,climate change,34,0.594
1449,41,2021-03-23,capitol,liberty,379,0.907
1450,399,2020-01-26,rights,oppression|freedom of speech|legal rights,150,0.547
1451,126,2020-07-10,gun,violence,114,0.134
1452,322,2020-09-23,rights,human rights|justice|civil rights,409,0.862
1453,135,2021-10-15,capitol,constitution|riot|scandal,22,0.406
1454,468,2020-04-05,abortion,sin,279,0.139
1455,321,2021-02-04,blacklivesmatter,movement,99,0.585
1456,231,2020-08-03,immigra,naturalization|deport|border,150,0.334
1457,61,2020-07-03,abortion,choice|abortion law,289,0.662
1458,82,2020-12-21,gun,mass shooting|kill,118,0.0
1459,79,2020-05-04,climate,hoax,107,0.111
1460,71,2021-01-08,blacklivesmatter,peaceful,4,0.812
1461,363,2020-03-26,blacklivesmatter,chaos|equality|George Floyd,14,0.502
1462,205,2021-04-23,climate,conspiracy|environment|global warming,107,0.433
1463,202,2020-09-13,blacklivesmatter,peaceful,49,0.77
1464,250,2021-08-20,immigra,immigration law|innovation|refugees welcome,461,0.61
1465,197,2021-04-01,rights,judiciary|oppression,17,0.369
1466,231,2020-07-23,rights,privacy|abuse|discrimination,256,0.46
1467,272,2020-02-04,abortion,procedure|life begins|medical privacy,450,0.429
1468,166,2021-02-11,gun,responsible gun ownership,29,0.758
1469,161,2020-07-09,rights,equality|civil rights,23,0.88
1470,110,2020-01-10,immigra,deport|opportunity,189,0.522
1471,53,2021-08-04,covid,quarantine|wear mask,112,0.614
1472,388,2021-09-14,climate,renewable energy|hoax|alarmism,82,0.411
1473,141,2020-11-21,rights,equality|abuse,7,0.576
1474,168,2020-05-02,rights,legal rights,28,0.568
1475,467,2020-08-30,rights,human rights|justice|abuse,662,0.592
1476,274,2020-10-18,covid,anti-mask,5,0.023
1477,141,2020-12-11,capitol,democracy|patriot|fraud,192,0.698
1478,253,2020-12-20,gun,responsible gun ownership|concealed carry,223,0.711
1479,192,2021-02-06,capitol,scandal|fraud,19,0.276
1480,72,2020-01-30,immigra,opportunity,261,0.744
1481,189,2020-11-26,immigra,deport|naturalization|refugees welcome,348,0.506
1482,23,2021-12-05,capitol,bill,322,0.529
1483,139,2020-02-19,immigra,diversity|immigration law,251,0.617
1484,76,2020-05-21,abortion,pro-life|reproductive freedom|healthcare,57,0.684
1485,251,2021-10-14,rights,discrimination|civil rights,97,0.528
1486,152,2020-11-25,climate,environment|protect planet|renewable energy,45,0.728
1487,109,2020-12-27,immigra,refugees welcome|wall|deport,102,0.35
1488,97,2021-11-17,capitol,scandal,255,0.181
1489,79,2020-04-17,covid,COVID-19|vaccine,90,0.553
1490,232,2020-05-13,immigra,border,73,0.457
1491,446,2021-02-13,blacklivesmatter,stand together,55,0.875
1492,458,2020-05-30,immigra,diversity|deport,41,0.479
1493,475,2020-07-10,covid,public health|5G,46,0.396
1494,221,2020-12-28,immigra,refugees welcome|innovation,75,0.763
1495,217,2020-02-24,gun,second amendment|firearms,197,0.584
1496,142,2020-10-28,blacklivesmatter,rally,29,0.582
1497,28,2021-06-15,covid,stay safe|vaccination,37,0.733
1498,142,2021-08-12,capitol,legislation|patriot,113,0.56
1499,254,2021-09-27,blacklivesmatter,chaos|rally|justice,176,0.518
1500,362,2020-06-24,blacklivesmatter,march,151,0.612
1501,157,2020-01-04,climate,green jobs,97,0.722
1502,171,2020-06-23,blacklivesmatter,looting|stand together,27,0.463
1503,452,2020-05-25,covid,5G,549,0.041
1504,299,2020-06-23,immigra,opportunity|alien|border,523,0.521
1505,149,2021-05-15,capitol,fraud,125,0.271
1506,412,2021-06-21,blacklivesmatter,unity|equality|justice,15,0.922
1507,187,2021-04-08,gun,assault weapon|firearms,99,0.338
1508,397,2020-01-14,covid,infection|vaccine,332,0.523
1509,73,2020-04-25,covid,microchip|public health,37,0.456
1510,357,2021-05-24,gun,prevention,129,0.821
1511,56,2021-01-03,rights,oppression,71,0.295
1512,467,2021-10-03,climate,carbon emissions|environment|conspiracy,28,0.443
1513,297,2020-12-05,gun,mass shooting|gun laws,31,0.338
1514,291,2021-09-19,gun,gun laws,237,0.536
1515,77,2020-10-22,gun,safety,94,0.724
1516,34,2021-09-30,climate,alarmism|green jobs|ecology,100,0.601
1517,157,2020-01-16,climate,sustainability|protect planet,8,0.836
1518,180,2021-03-16,capitol,democracy|freedom,43,0.891
1519,376,2021-05-29,climate,conspiracy|carbon emissions|green jobs,23,0.542
1520,478,2021-03-18,blacklivesmatter,stand together|protest|community,4,0.751
1521,472,2020-09-11,gun,violence|gun laws|assault weapon,335,0.163
1522,449,2021-09-03,climate,green jobs|hoax,85,0.514
1523,103,2021-08-15,gun,violence,80,0.104
1524,322,2020-11-08,climate,ecology,125,0.762
1525,270,2021-07-12,covid,anti-mask,15,0.119
1526,219,2021-12-11,covid,microchip|hoax,94,0.0
1527,46,2021-03-06,covid,conspiracy|public health,218,0.46
1528,279,2021-09-21,abortion,clinic|ban,20,0.344
1529,266,2020-02-24,climate,green jobs|global warming,215,0.648
1530,333,2020-02-25,covid,vaccination,47,0.771
1531,380,2020-12-07,immigra,diversity|immigration law|alien,9,0.455
1532,380,2021-12-19,capitol,insurrection,23,0.105
1533,4,2020-05-19,covid,community health,678,0.806
1534,310,2021-09-30,covid,COVID-19|stay safe|vaccination,1,0.764
1535,228,2021-06-16,immigra,refugees welcome,268,0.836
1536,95,2020-02-26,rights,justice,77,0.954
1537,75,2021-07-13,blacklivesmatter,all lives matter|looting,19,0.037
1538,380,2020-07-08,capitol,legislation,28,0.527
1539,141,2021-05-02,blacklivesmatter,protest|looting,68,0.354
1540,218,2021-01-30,rights,violations|civil rights|legal rights,80,0.583
1541,331,2020-01-29,abortion,pro-life|reproductive freedom,54,0.528
1542,235,2020-02-13,covid,community health|conspiracy,321,0.457
1543,463,2020-01-10,climate,climate change,35,0.451
1544,181,2021-06-09,rights,freedom of speech,160,0.85
1545,35,2021-04-15,gun,kill|background checks|second amendment,385,0.483
1546,166,2021-01-20,covid,pandemic|social distancing,20,0.478
1547,341,2021-08-21,gun,gun laws|responsible gun ownership|safety,39,0.803
1548,414,2021-05-26,immigra,deportation|border|refugees welcome,597,0.605
1549,33,2020-04-17,blacklivesmatter,anarchy,81,0.106
1550,38,2021-09-18,capitol,constitution|freedom,281,0.747
1551,327,2021-01-18,covid,public health|pandemic|5G,21,0.509
1552,116,2020-07-19,blacklivesmatter,movement|activism,170,0.614
1553,50,2020-06-14,blacklivesmatter,thug|peaceful,482,0.489
1554,209,2020-02-04,blacklivesmatter,solidarity,66,0.906
1555,255,2020-12-14,immigra,wall,154,0.136
1556,461,2020-07-31,blacklivesmatter,movement|thug|march,66,0.304
1557,265,2020-03-09,abortion,life begins|murder,20,0.221
1558,308,2020-04-13,climate,environment,39,0.504
1559,35,2020-01-24,gun,second amendment,182,0.584
1560,478,2020-10-21,abortion,clinic,287,0.482
1561,335,2021-02-12,climate,sustainability|carbon emissions|renewable energy,629,0.615
1562,455,2020-02-03,capitol,partisan|bill,33,0.367
1563,468,2020-05-22,capitol,riot,212,0.168
1564,37,2020-08-29,capitol,patriot|freedom,63,0.769
1565,54,2021-09-04,rights,judiciary|civil rights|court,192,0.617
1566,401,2021-05-23,capitol,legislation|corruption|partisan,97,0.37
1567,441,2020-01-22,blacklivesmatter,solidarity,114,0.913
1568,199,2021-11-29,rights,oppression|human rights|court,98,0.436
1569,61,2021-12-13,rights,law,18,0.531
1570,30,2020-12-26,gun,firearms,86,0.44
1571,414,2020-08-25,blacklivesmatter,blue lives matter,209,0.232
1572,225,2020-01-16,capitol,legislation|freedom|patriot,8,0.71
1573,150,2020-10-16,abortion,SB8,42,0.507
1574,40,2021-09-12,abortion,sin|reproductive freedom,160,0.544
1575,440,2021-07-10,climate,environment,341,0.525
1576,335,2021-03-30,blacklivesmatter,protest|march|riots,51,0.309
1577,211,2021-06-23,blacklivesmatter,assemble|chaos,63,0.297
1578,431,2020-10-13,covid,COVID-19,364,0.544
1579,121,2020-11-08,blacklivesmatter,riots|peaceful|justice,22,0.546
1580,18,2021-10-27,covid,stay safe|public health,103,0.866
1581,10,2020-10-11,climate,global warming|ecology|renewable energy,72,0.808
1582,95,2021-01-28,rights,human rights|equality,34,0.906
1583,14,2021-06-29,rights,discrimination,64,0.229
1584,319,2020-09-25,gun,prevention|safety|firearms,194,0.752
1585,478,2021-03-13,rights,oppression|violations|human rights,456,0.449
1586,394,2021-07-01,climate,global warming|hoax,190,0.266
1587,144,2020-06-15,climate,environment|fake science,357,0.387
1588,173,2020-03-28,climate,conspiracy,117,0.098
1589,312,2020-02-09,rights,justice|privacy|abuse,249,0.586
1590,228,2020-05-07,capitol,voting|bill,282,0.476
1591,285,2020-01-18,covid,public health|conspiracy,152,0.496
1592,142,2021-02-22,blacklivesmatter,blue lives matter,419,0.191
1593,66,2020-03-06,gun,background checks|second amendment,304,0.679
1594,336,2021-10-07,blacklivesmatter,equality,307,0.82
1595,163,2020-08-26,capitol,freedom,87,0.824
1596,9,2021-07-20,capitol,legislation|freedom|bill,555,0.654
1597,262,2021-07-07,gun,safety|mass shooting|prevention,87,0.532
1598,425,2020-08-30,immigra,border,126,0.516
1599,500,2020-03-14,rights,law|justice|freedom of speech,67,0.834
1600,83,2021-10-29,rights,legal rights|justice,145,0.736
1601,262,2020-02-15,gun,background checks|mass shooting,247,0.493
1602,77,2020-08-08,gun,mass shooting|safety,160,0.436
1603,295,2021-10-26,rights,civil rights,125,1.0
1604,338,2021-07-05,rights,civil rights|court|human rights,140,0.713
1605,186,2020-11-20,covid,COVID-19|infection,240,0.563
1606,228,2021-04-11,blacklivesmatter,anarchy|justice,177,0.446
1607,248,2021-01-05,rights,privacy,67,0.801
1608,65,2021-04-04,blacklivesmatter,community|blue lives matter,263,0.528
1609,61,2021-02-21,blacklivesmatter,blue lives matter|looting|equality,62,0.293
1610,324,2021-02-22,immigra,illegal|innovation,128,0.445
1611,477,2020-07-03,blacklivesmatter,solidarity|unity,121,0.893
1612,13,2020-04-13,covid,vaccination,269,0.847
1613,182,2020-03-15,abortion,abortion ban,351,0.275
1614,423,2021-02-15,abortion,clinic|Texas law|women's rights,61,0.534
1615,467,2021-08-28,gun,mass shooting|responsible gun ownership|safety,449,0.657
1616,245,2021-10-07,rights,oppression|law,51,0.425
1617,333,2020-07-06,abortion,abortion ban|healthcare|sin,69,0.437
1618,302,2021-01-23,covid,conspiracy|pandemic,106,0.284
1619,269,2020-04-09,climate,ecology,109,0.784
1620,489,2020-10-19,rights,law|privacy,212,0.686
1621,178,2020-02-12,abortion,supreme court|life begins|procedure,56,0.415
1622,225,2020-06-18,climate,ecology,47,0.901
1623,73,2020-06-22,blacklivesmatter,George Floyd|all lives matter,164,0.382
1624,21,2020-07-30,immigra,illegal|innovation|opportunity,136,0.503
1625,375,2020-01-07,blacklivesmatter,solidarity|march,127,0.745
1626,57,2021-06-17,covid,conspiracy,52,0.214
1627,343,2021-03-31,immigra,deportation|immigration law,48,0.498
1628,373,2020-12-28,immigra,deport,236,0.114
1629,345,2020-11-30,immigra,illegal,199,0.172
1630,362,2021-12-24,immigra,border|opportunity|naturalization,15,0.681
1631,301,2020-07-13,gun,violence|kill|safety,42,0.383
1632,417,2020-08-13,rights,equality|justice|legal rights,24,0.748
1633,371,2021-05-23,abortion,medical privacy|supreme court,108,0.651
1634,107,2020-01-04,blacklivesmatter,stand together|movement,122,0.709
1635,272,2020-02-09,abortion,procedure|murder,64,0.275
1636,251,2020-11-03,abortion,Texas law,165,0.523
1637,460,2021-09-04,rights,court|legal rights,494,0.515
1638,60,2021-03-05,climate,climate change|protect planet,162,0.734
1639,248,2021-04-20,abortion,reproductive freedom|ban,222,0.484
1640,260,2021-09-07,covid,quarantine|public health,51,0.601
1641,201,2021-02-22,blacklivesmatter,riots,57,0.125
1642,373,2021-03-11,covid,social distancing|vaccination,46,0.646
1643,106,2020-12-13,blacklivesmatter,brotherhood|protest|activism,27,0.608
1644,487,2021-09-20,immigra,border|innovation|alien,116,0.535
1645,336,2021-01-23,capitol,voting,120,0.673
1646,81,2021-06-15,capitol,corruption,115,0.205
1647,376,2020-08-22,rights,violations|freedom of speech,36,0.563
1648,270,2020-01-14,blacklivesmatter,solidarity,211,0.876
1649,396,2021-05-28,immigra,deportation|opportunity,39,0.673
1650,194,2020-02-04,blacklivesmatter,anarchy|justice,251,0.505
1651,213,2020-05-14,rights,justice|civil rights|violations,215,0.732
1652,406,2020-01-16,capitol,riot|liberty|constitution,199,0.629
1653,235,2020-07-17,rights,abuse|justice|privacy,53,0.56
1654,150,2020-04-12,blacklivesmatter,violence|blue lives matter,95,0.177
1655,274,2020-04-05,rights,law,357,0.497
1656,488,2021-01-26,blacklivesmatter,movement,195,0.549
1657,229,2021-07-13,gun,responsible gun ownership|open carry|prevention,221,0.69
1658,415,2021-05-03,gun,responsible gun ownership|violence|second amendment,60,0.485
1659,430,2020-04-07,immigra,innovation|refugees welcome|deportation,77,0.673
1660,211,2021-06-19,covid,quarantine|vaccination|anti-mask,102,0.478
1661,3,2020-12-11,climate,sustainability,78,0.822
1662,251,2021-12-07,climate,conspiracy,123,0.158
1663,376,2020-11-16,covid,quarantine|vaccine|microchip,293,0.368
1664,388,2020-04-17,immigra,deport|diversity,70,0.392
1665,218,2020-06-14,capitol,constitution|senate|congress,5,0.51
1666,281,2020-06-23,covid,microchip|5G|wear mask,207,0.344
1667,451,2021-02-12,rights,justice,190,1.0
1668,85,2021-06-19,climate,hoax|climate change,124,0.436
1669,170,2020-10-24,abortion,supreme court|ban|procedure,35,0.372
1670,77,2020-06-17,abortion,sin|choice|abortion law,80,0.482
1671,235,2020-03-09,covid,infection,14,0.49
1672,81,2020-04-06,gun,mass shooting,94,0.018
1673,421,2020-12-24,immigra,illegal|refugees welcome|border,48,0.428
1674,479,2021-08-21,rights,justice|privacy|judiciary,218,0.674
1675,144,2021-07-28,climate,alarmism|conspiracy|protect planet,196,0.409
1676,331,2020-09-26,abortion,reproductive freedom|medical privacy|murder,110,0.58
1677,343,2020-12-04,rights,violations|judiciary|abuse,307,0.295
1678,111,2020-08-02,covid,public health,229,0.889
1679,459,2021-09-21,immigra,innovation,58,0.852
1680,257,2020-05-20,capitol,scandal|partisan|fraud,59,0.338
1681,163,2020-09-03,immigra,naturalization|deport|wall,273,0.254
1682,427,2021-09-11,immigra,innovation,436,0.755
1683,351,2021-12-29,climate,global warming,233,0.496
1684,444,2021-07-25,immigra,wall|border,29,0.303
1685,481,2021-04-22,gun,firearms|assault weapon|gun laws,924,0.398
1686,101,2021-01-26,blacklivesmatter,unity|anarchy,808,0.497
1687,130,2021-01-04,covid,COVID-19|public health|infection,69,0.608
1688,204,2021-09-13,capitol,freedom|bill,153,0.671
1689,475,2021-12-13,capitol,bill|riot|freedom,298,0.575
1690,448,2021-09-14,covid,conspiracy|5G|wear mask,96,0.293
1691,446,2020-02-09,immigra,opportunity|alien,199,0.548
1692,364,2020-03-25,abortion,reproductive freedom|women's rights,87,0.792
1693,378,2020-11-17,capitol,riot,159,0.133
1694,482,2020-12-06,capitol,voting|senate|corruption,108,0.563
1695,137,2021-03-02,rights,discrimination|human rights|civil rights,23,0.7
1696,353,2020-06-25,immigra,opportunity|immigration law,140,0.754
1697,291,2020-06-26,rights,oppression|human rights|justice,62,0.653
1698,94,2021-08-02,immigra,diversity|deport,375,0.496
1699,112,2020-07-09,immigra,alien|wall,233,0.258
1700,158,2021-04-16,gun,assault weapon,430,0.082
1701,162,2020-05-15,blacklivesmatter,brotherhood|rally,22,0.686
1702,91,2020-08-19,rights,justice,322,0.87
1703,329,2020-09-22,climate,environment|ecology|renewable energy,64,0.651
1704,80,2021-10-08,covid,pandemic|vaccination|anti-vaccine,132,0.494
1705,359,2021-12-20,blacklivesmatter,march|violence,34,0.343
1706,134,2020-04-02,climate,conspiracy|protect planet|ecology,36,0.501
1707,338,2020-04-28,capitol,senate|fraud|liberty,124,0.483
1708,244,2020-11-26,capitol,constitution|corruption|democracy,25,0.642
1709,12,2020-12-10,gun,responsible gun ownership|background checks|firearms,30,0.687
1710,125,2021-09-23,covid,anti-vaccine|anti-mask,96,0.153
1711,120,2021-01-17,climate,climate change|environment|alarmism,396,0.422
1712,15,2021-03-07,immigra,immigration law|alien,76,0.358
1713,102,2021-06-08,abortion,Texas law,429,0.648
1714,393,2020-05-13,abortion,SB8|women's rights|sin,55,0.415
1715,89,2020-12-20,abortion,murder|abortion law,33,0.254
1716,105,2020-11-10,climate,green jobs,40,0.818
1717,82,2020-04-02,rights,equality|freedom of speech|discrimination,1,0.572
1718,109,2020-04-12,gun,concealed carry|violence,75,0.271
1719,391,2021-11-15,covid,conspiracy|quarantine,20,0.327
1720,274,2021-02-13,abortion,Texas law|life begins,136,0.378
1721,121,2020-12-21,immigra,wall|alien,29,0.278
1722,385,2021-01-05,gun,concealed carry|safety,141,0.668
1723,174,2020-03-20,rights,equality|freedom of speech|legal rights,85,0.766
1724,160,2021-10-31,rights,law,24,0.582
1725,350,2021-11-22,rights,human rights|justice,26,0.941
1726,52,2021-04-21,immigra,border,173,0.487
1727,6,2020-01-13,rights,privacy,173,0.861
1728,218,2021-10-31,covid,anti-mask|anti-vaccine|microchip,8,0.126
1729,400,2021-10-11,climate,hoax,104,0.138
1730,218,2021-12-30,covid,hoax|stay safe,230,0.348
1731,133,2021-11-21,rights,freedom of speech,184,0.972
1732,145,2021-06-11,blacklivesmatter,anarchy|activism|demonstration,7,0.402
1733,218,2020-05-04,capitol,scandal|corruption,69,0.289
1734,92,2021-11-22,gun,kill|safety,117,0.446
1735,183,2020-12-31,climate,sustainability|environment,135,0.668
1736,49,2021-06-28,capitol,gridlock|legislation|senate,13,0.513
1737,125,2020-05-28,abortion,sin|life begins|pro-life,175,0.196
1738,76,2020-02-11,covid,vaccine,69,0.682
1739,12,2021-01-26,immigra,deport|diversity|border,82,0.541
1740,293,2020-09-20,abortion,healthcare|life begins|women's rights,236,0.58
1741,111,2020-11-06,climate,carbon emissions|conspiracy|protect planet,127,0.478
1742,344,2020-10-08,rights,oppression|violations|freedom of speech,48,0.402
1743,213,2021-09-11,capitol,senate|committee,2,0.518
1744,116,2020-10-08,abortion,pro-life|SB8,15,0.451
1745,236,2021-12-27,capitol,legislation|patriot,140,0.598
1746,286,2021-10-12,rights,privacy|court|law,96,0.571
1747,256,2020-12-17,capitol,voting|corruption,288,0.438
1748,17,2021-06-29,blacklivesmatter,unity|looting|rally,44,0.448
1749,156,2021-10-08,immigra,illegal|border,113,0.422
1750,320,2020-11-18,climate,alarmism|environment,4,0.416
1751,285,2021-10-01,abortion,life begins|abortion ban,543,0.236
1752,436,2020-08-28,covid,community health|anti-mask,140,0.46
1753,82,2020-04-09,immigra,refugees welcome|deport,29,0.525
1754,462,2021-07-17,rights,privacy|violations,36,0.507
1755,326,2020-11-23,climate,alarmism|renewable energy,150,0.461
1756,254,2021-05-29,gun,concealed carry|gun laws|prevention,293,0.545
1757,391,2020-10-20,covid,pandemic|microchip,265,0.297
1758,335,2021-11-02,covid,stay safe,72,0.802
1759,258,2021-03-04,rights,equality|discrimination,141,0.59
